"","Project.Name","Year","Property.Type","Planning.Region","Postal.District","Security","Carpark","Entertainment","Chill.Out","Food.Dining","Family.Friendly","Fitness","Function.Room","Month","Time.Quarter","Floor.No","Age","Tenure_Bin","Latitude","Longitude","No.of.Residents.Million","Age.65.and.above.of.total.residents","Resident.in.Condominiums.and.Other.Apartments.of.total.residents","Condominiums.and.Private.Flats.Households.of.Total.Households","Monthly.Household.Income.8000.and.above.of.Total.Households","Tenants.of.total.households","Uni.Qualification.of.total","CBD.km","childcare.centre.km","community.club.km","elderly.care.centre.km","exercise.facility.km","URA.growth.area.km","hawker.centre.and.market.km","hospital.polyclinic.km","kindergarten.km","library.km","MRT.station.km","park.km","private.school.km","primary.school.km","top.primary.school.km","secondary.school.km","junior.college.km","higher.education.school.km","shopping.mall.km","supermarket.hypermarket.km","bus.stop.km","bus.interchange.km","TransactionPricePerUnit","Area.Sqm.Unit"
"53","JERVOIS MEADOWS",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3,1,12,14,2,1.2949655,103.8167615,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.050409635,0.350054913,0.634168432,0.980432779,0.409799617,4.709568096,0.815775441,1.196778934,0.457546444,1.216172671,0.580640627,1.14817517,0.24915915,0.856181544,2.336273359,0.178565084,3.507595607,3.949812018,1.360339113,0.691543932,0.112369768,1.423197394,1460000,95
"54","NATHAN RESIDENCES",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4.15384615384615,1.84615384615385,27.8461538461538,0,2,1.29456332307692,103.827321415385,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.93334979723077,0.124831310153846,0.659596621,0.417297768923077,0.176618359,3.66879345615385,0.495956566153846,1.47073541792308,0.167638606538462,1.52738160830769,0.696984051615385,0.652812589461538,0.849710662692308,0.556248361307692,2.17287003915385,0.692942399692308,3.46083907784615,2.78068884107692,0.527171746,0.174125770230769,0.132740184076923,1.77424327453846,1330923.07692308,71.3846153846154
"55","ONE ROBIN",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,2,12,4,2,1.318867,103.828501,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.641924269,0.184088364,0.532829996,1.993141828,1.26222089,5.567368517,1.422652312,1.616777523,0.667342977,2.401675282,0.272928479,0.484552811,1.068650773,0.270143245,2.27687936,0.270143245,1.01339444,3.594293028,1.290201565,0.16239687,0.089089875,2.562963834,3300000,181
"56","ONE TREE HILL RESIDENCE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4,2,45,5,2,1.3006682,103.8248493,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,3.494923198,0.67837545,1.382122144,1.14834148,0.511436986,4.29466407,1.16233599,0.893123564,0.481491393,1.658950607,0.240749119,1.343976977,0.616871468,1.050045981,2.821932392,1.094101219,2.914641249,3.073294189,0.484526296,0.587794349,0.10716426,2.22102702,2380000,105
"57","RV EDGE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7.22222222222222,2.77777777777778,26.5555555555556,0,2,1.2947719,103.8279442,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.879610156,0.075132947,0.642845005,0.419869675,0.224367573,3.624675417,0.450609865,1.410790782,0.211869668,1.454818867,0.627628417,0.618045039,0.882250773,0.624516347,2.208009659,0.752975456,3.420713097,2.709600852,0.465153649,0.222391517,0.060480652,1.836314134,860222.222222222,39.1111111111111
"58","RV SUITES",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,1,1,12,1,2,1.2956297,103.8294288,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.773587484,0.147448885,0.674906743,0.513258249,0.329078195,3.547684083,0.413977365,1.239403472,0.115092347,1.264836921,0.474131509,0.601122255,1.011582017,0.787185888,2.337673167,0.932842671,3.290432034,2.538129025,0.358973655,0.347737116,0.027798729,2.016788226,1116000,63
"59","SECOND AVENUE JUNCTION",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3.5,1.5,23,17,2,1.32982,103.799538,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,7.700755159,0.112924767,2.285921913,0.525809156,0.007600942,6.381884761,1.651833151,3.398107964,0.244250443,3.514889902,0.282222424,0.696271886,1.777555611,1.374016521,1.374016521,0.312500173,0.547537075,2.475379542,2.532080172,0.440490956,0.086994021,4.282966072,2012500,151
"60","SIGNATURE AT LEWIS",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,2.33333333333333,12.3333333333333,2,2,1.32113,103.823025,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,5.200164,0.423787585,0.49632896,2.385040136,0.990098542,6.112479775,1.049886565,1.597819989,0.979272522,2.959372818,0.314680622,0.485297007,1.662255538,0.555727728,1.655904105,0.555727728,1.447863369,4.218339893,1.658407389,0.50211635,0.048850494,2.977773806,2266666.66666667,133.666666666667
"61","ST REGIS RESIDENCES SINGAPORE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,4,2,5,2,1.305591,103.826598,0.00092,0.163043478,0.902173913,0,0,0,0,3.664194398,0.222989241,1.469743785,1.628634433,0.172724471,4.523932399,1.556139155,0.755528862,0.404590578,1.573448165,0.483414258,1.301081412,0.272668968,1.622240069,2.667883866,0.729596135,2.337079783,3.009646144,0.097672436,0.038358212,0.101457255,2.800322499,5200000,199
"62","THE MERCURY",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3.5,1.5,36,1,2,1.2959437,103.8272409,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,3.006235278,0.102689613,0.794480165,0.56512418,0.326325465,3.763715265,0.593875477,1.358362829,0.219188449,1.477509075,0.71956713,0.766721853,1.00146805,0.660597494,2.322723011,0.818675534,3.315892529,2.779809581,0.585099014,0.323642061,0.185814069,1.890326952,1161500,59
"63","THE SIENA",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7.0625,2.75,13.375,0,1,1.32099369375,103.81140556875,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.064042619125,0.1158786613125,1.742180883125,2.03869832425,0.3614908134375,6.9276671710625,0.4582840934375,1.8163019269375,0.148893227625,2.5573185666875,0.4609079933125,0.63113976975,2.091505346125,0.3630841078125,0.3630841078125,0.228659699875,0.7347785555625,3.7642123394375,2.2599477909375,0.336351156875,0.0592183468125,4.1998544154375,1768639.375,72.0625
"64","THE TOMLINSON",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,2,3,11,2,1.304552,103.826165,0.00092,0.163043478,0.902173913,0,0,0,0,3.626922742,0.318287159,1.558918977,1.522801017,0.144898157,4.47530423,1.465451599,0.743547189,0.375297324,1.580999322,0.369471425,1.317963602,0.388095736,1.499579683,2.707026534,0.854503215,2.461902226,3.020742327,0.222322068,0.138845422,0.089709155,2.675399236,5600000,218
"65","THREE BALMORAL",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4,2,55,0,2,1.313748,103.830639,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.038387195,0.522582597,0.993922856,2.170763049,0.695868225,4.959766292,0.991626964,1.095702119,0.7396917,1.795404396,0.81690069,0.866611333,0.70250472,0.742927205,2.627343518,0.291479834,1.326881315,3.044590922,0.759580253,0.708554935,0.123071958,2.751646501,1600000,57
"66","VENTUNO BALMORAL",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,2,63,5,2,1.315949,103.832948,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.105991636,0.385552648,0.907216689,1.891733754,0.927960697,5.038887307,0.83175593,1.23513537,0.397644386,1.88450061,0.613618292,0.575777663,0.481475078,0.389792911,2.815171521,0.465120803,1.007343972,3.012795688,0.981008473,0.360702406,0.235281653,2.397813429,2250000,122
"67","WILLYN VILLE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,2,12,31,2,1.311885,103.796454,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.861835366,0.21855542,0.528156874,0.298167597,0.156094518,6.472674111,0.197959234,1.583965264,0.11441282,1.77591442,0.090604977,0.102754668,1.399368233,1.393529892,1.478686955,1.172574958,1.592631408,1.894186332,1.05285325,0.204411498,0.073321256,3.629600126,1445000,80
"68","WOOLLERTON PARK",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,8,3,66,0,2,1.3162051,103.8081311,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,6.005560838,0.123975261,1.901317323,1.48677215,0.980925955,6.828188157,0.277706645,1.662945087,0.258964304,1.962359044,0.14609421,0.396565589,1.680905233,0.525657116,0.525657116,0.4522629,0.968632956,3.261983577,2.154165511,0.872874546,0.125357096,3.913099299,4930000,259
"69","ZENITH",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4.85714285714286,2,52.8571428571429,2,2,1.2925043,103.8309068,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.476631934,0.172383526,0.313809181,0.293727897,0.172372457,3.210384021,0.036169347,1.481053333,0.293295043,1.317494997,0.383512737,0.217397779,0.784633945,0.618575029,2.058607233,0.866282252,3.603108619,2.418734467,0.171977592,0.21031422,0.182548102,1.903280051,1316142.85714286,65.2857142857143
"70","BLISSFUL VIEW",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4,6,63,17,2,1.309147,103.802528,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.121640065,0.384259648,1.110780635,0.644770144,0.591825751,6.864193431,0.339693513,1.186832237,0.488274005,1.204607385,0.744515007,0.828462505,1.336148721,1.073213163,1.450453835,0.82876145,1.759817901,2.55042084,1.588582233,0.811821752,0.06277087,3.415487561,1868888,141
"71","BOTANIC GARDENS MANSION",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10.3333333333333,7.66666666666667,66.3333333333333,0,2,1.30807963333333,103.819191633333,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.479928077,0.876966936,1.90135460366667,2.16407885666667,0.725775698,5.30841704933333,1.75991283333333,0.144898051666667,0.501616122666667,1.84253498333333,0.183812831666667,0.465049731333333,0.419600746666667,1.760944863,1.88367714333333,1.16119483333333,2.35926848333333,3.87896163966667,0.629255852,0.907373490333333,0.129117173666667,2.88502449966667,2718333.33333333,163
"72","BOTANIC GARDENS VIEW",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3.66666666666667,5.66666666666667,57.6666666666667,0,2,1.30821133333333,103.819234666667,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.48495361166667,0.863132614666667,1.88645644333333,2.17488049566667,0.728319972333333,5.31474134333333,1.75675605633333,0.159251486666667,0.506712898,1.85482768333333,0.202554769333333,0.459421985,0.430272188333333,1.74641456333333,1.876114537,1.15168832,2.351205911,3.87919338633333,0.634294377333333,0.907723309333333,0.148676376666667,2.90023954266667,2429600,121.666666666667
"73","BOTANIKA",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7.5,6.5,6.5,6,2,1.309859,103.808127,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,5.614718727,0.827814946,1.409949289,1.269873942,0.55789796,6.392107835,0.760919076,1.35400445,0.112659413,1.270220969,0.831278617,0.713518829,1.025240565,1.229734672,1.229734672,1.137499874,1.658964163,3.173744061,1.837351619,1.423962808,0.094699829,3.238557287,3250000,143.5
"74","CASA JERVOIS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,2.5,5.5,28.5,0,2,1.2948747,103.8190332,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,3.806951049,0.386608469,0.766455088,0.895269405,0.602185811,4.479802032,0.790552938,1.207982438,0.630173162,1.258129191,0.624589269,0.97830249,0.295285661,0.638745405,2.250345943,0.182004557,3.611757698,3.697960837,1.23927713,0.902360463,0.350413364,1.425508774,1888500,114
"75","CHIVERTON",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,8,7,7,11,2,1.317297,103.8292058,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.453424609,0.310460453,0.72344518,2.048323145,1.116350736,5.377939339,1.269535918,1.518488673,0.624092581,2.212272253,0.437499241,0.613332674,0.923620006,0.45841173,2.378290898,0.45841173,1.078706054,3.419218987,1.118573747,0.341080572,0.205577413,2.602568747,1888000,120
"76","CITY TOWERS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,11,8,5,0,2,1.3176969,103.832876,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.278726664,0.201583997,0.918683556,1.739964152,1.114487772,5.213589029,0.950227085,1.284692251,0.243719641,2.066500752,0.721490371,0.382741437,0.591172598,0.277463264,2.775559306,0.349693596,0.826384775,3.157587072,1.174807745,0.327707987,0.046282863,2.264952849,2200000,144
"77","CLIFTEN",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,9,7.5,35.5,8,2,1.3177821,103.829123,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.503337555,0.276879605,0.669981357,2.018383243,1.164514225,5.428575256,1.302563376,1.566349676,0.617083019,2.262875929,0.395851512,0.584359928,0.953010258,0.404277928,2.360617259,0.404277928,1.044925245,3.461975191,1.17171776,0.294251848,0.152358269,2.576912451,1707500,104.5
"78","CORONATION SHOPPING PLAZA",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3,5,34,35,2,1.323784,103.810236,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.371105984,0.229039672,1.852490321,1.80104409,0.466005103,7.241697689,0.429513734,2.148641492,0.086682943,2.830658574,0.472146357,0.433817584,2.423217152,0.391663013,0.391663013,0.425226241,0.491895832,3.762469937,2.585527468,0,0.025990275,4.249093197,1310000,102
"79","DYNASTY LODGE",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,8,1,29,2,1.3237744,103.7924017,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,7.920255734,0.427266907,1.352692619,0.637613275,0.911788479,5.672938787,1.426617677,2.796048801,0.487962782,3.140517196,0.949201377,0.193952642,1.897043986,1.197352141,1.197352141,1.332762927,1.50532023,1.910979983,1.929638239,0.848838993,0.043979076,3.307421962,2700000,184
"80","FRASER SUITES",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,6,1,0,2,1.293071,103.8270919,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.894697995,0.28284599,0.550528022,0.285300509,0.017818354,3.600734881,0.463076811,1.495416068,0.001820755,1.621218349,0.744185609,0.583061053,0.682464817,0.442620538,2.005355456,0.547845066,3.627312807,2.825974155,0.546065779,0.017954973,0.061768333,1.63179509,1282352.94117647,136.792156862745
"81","GOODWOOD GARDENS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,1,5,67,10,2,1.314672,103.834088,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,3.919977114,0.253886066,0.718019774,1.783587164,0.813388922,4.853903908,0.653568545,1.073284062,0.452412811,1.704808187,0.446634901,0.724097981,0.319772341,0.458626297,2.969632643,0.524601195,1.118329888,2.82299054,0.834783305,0.365029971,0.275548004,2.423237162,2125000,100
"82","HOLLAND COURT",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3,5,23,0,2,1.3130734,103.7982057,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.750655128,0.333928416,0.763498237,0.458586604,0.242435738,6.609049567,0.431760755,1.655308086,0.232982302,1.789197863,0.315179614,0.331613879,1.630529379,1.409385816,1.409385816,1.246328265,1.543108965,2.108635847,1.288087531,0.433914228,0.305887504,3.81393183,3e+06,181
"83","HOLLAND TOWER",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,6,6,55,0,2,1.308119,103.803121,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,6.011242914,0.49101536,1.015339492,0.721001722,0.698306086,6.747758618,0.331984584,1.082992799,0.481755763,1.07722649,0.823051821,0.933645461,1.236407452,0.985422503,1.528780496,0.746586522,1.859296319,2.620194013,1.639990073,0.889821105,0.082666957,3.283754374,2150000,174
"84","JAYA TOWERS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4,6,45,35,2,1.3200278,103.8240618,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,5.032942472,0.339027329,0.486690045,2.336065161,1.128362251,5.946098334,1.200754793,1.509293631,1.128034781,2.791757716,0.17944669,0.467936865,1.507639101,0.46068559,1.774068242,0.46068559,1.377731005,4.051513819,1.503446875,0.363150209,0.13042532,2.924964305,2620000,188
"85","KASTURINA LODGE",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7,7,2,15,2,1.2963891,103.8295897,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.798408047,0.122179992,0.754321959,0.599303748,0.374954644,3.585803182,0.482943233,1.158947096,0.060375336,1.2153126,0.483093877,0.671089288,0.955884133,0.795047139,2.423719573,1.007847808,3.204297285,2.517091518,0.404357041,0.385367385,0.10298577,2.09173271,1150000,70
"86","LOFT @ STEVENS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,11,8,23,1,2,1.317717,103.8259011,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.704967698,0.125516145,0.638131557,2.300507342,1.101844215,5.618735285,1.495961264,1.354356397,0.969499851,2.463690064,0.252146395,0.598727571,1.203670566,0.457553673,2.008012199,0.457553673,1.320896234,3.731261192,1.198749199,0.271256807,0.085054631,2.874622106,986888,41
"87","M5",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,8,12,0,2,1.2958218,103.8288947,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.836106729,0.106123313,0.710288015,0.52847442,0.379552728,3.607819759,0.462815477,1.254555633,0.090379632,1.31067097,0.536872299,0.647843174,1.018956934,0.780089523,2.344112772,0.910029481,3.282492753,2.596452852,0.419368027,0.377771936,0.08945756,1.993577677,843000,41
"88","NATHAN RESIDENCES",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,8,66,1,2,1.294563,103.8273198,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.933499993,0.124971091,0.659669869,0.41733018,0.176540456,3.66892259,0.496094786,1.470873256,0.167573919,1.527559642,0.697164475,0.652926606,0.849656851,0.556088624,2.172805196,0.692809719,3.460921239,2.780871148,0.52734102,0.174046429,0.132923443,1.774102133,1530000,72
"89","ONE DUCHESS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,11,8,39.5,0,2,1.324968,103.808398,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.609714306,0.321044923,2.063998981,1.566454891,0.702923204,7.412887576,0.639013013,2.367783432,0.324701619,2.930496374,0.230309254,0.210759869,2.622682397,0.447433102,0.447433102,0.566897368,0.280316642,3.549162596,2.813400441,0.24309824,0.190872787,4.424814927,1358732.5,57
"90","ONE ROBIN",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7,7,5,5,2,1.318867,103.828501,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.641924269,0.184088364,0.532829996,1.993141828,1.26222089,5.567368517,1.422652312,1.616777523,0.667342977,2.401675282,0.272928479,0.484552811,1.068650773,0.270143245,2.27687936,0.270143245,1.01339444,3.594293028,1.290201565,0.16239687,0.089089875,2.562963834,3200000,177
"91","ONE TREE HILL MANSIONS",2014,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,9,7,3,0,1,1.3005632,103.8253752,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,3.439214341,0.639507896,1.345038412,1.116846506,0.523487562,4.242134882,1.118246872,0.938791682,0.42705882,1.600254908,0.287030879,1.301426016,0.663013028,1.048391292,2.812588366,1.128814884,2.901932961,3.013722481,0.511728952,0.578300887,0.159220477,2.233237159,1700000,150
